block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,30,1,0,poisson,1446,1010,434.26359,1226.202752,129333,55861,316288
128k,30,1,0,poisson,1436,1003,434.137214,1240.752732,128494,55498,316288
128k,30,1,0,poisson,1450,1013,432.235274,1224.610279,129677,56009,316288
128k,30,1,0,poisson,1453,1015,433.835693,1220.235127,129930,56119,316288
128k,30,1,0,poisson,1390,971,466.084251,1245.314852,124411,53735,316288
128k,30,1,0,poisson,1452,1014,430.301696,1224.925941,129838,56079,316288
128k,30,1,0,poisson,1446,1010,434.616501,1227.764468,129288,55841,316288
128k,30,1,0,poisson,1446,1010,434.45499,1230.709429,129288,55841,316288
128k,30,1,0,poisson,1418,990,430.774865,1284.709025,126847,54787,316288
128k,30,1,0,poisson,1380,964,478.073239,1231.20518,123509,53345,316288
128k,30,1,0,poisson,1393,973,427.790596,1332.597329,124665,53845,316288
128k,30,1,0,poisson,1459,1019,427.480685,1223.214083,130532,56379,316288
128k,30,1,0,poisson,1430,999,439.101031,1239.510724,127888,55237,316288
128k,30,2,0,poisson,806,563,1088.373711,1522.875354,72096,31139,316288
128k,30,2,0,poisson,806,563,1071.813319,1565.236342,72182,31176,316288
128k,30,2,0,poisson,805,562,1081.647439,1553.435856,72061,31124,316288
128k,30,2,0,poisson,806,563,1082.670512,1555.376366,72075,31130,316288
128k,30,2,0,poisson,806,563,1099.652508,1508.464589,72103,31142,316288
128k,30,2,0,poisson,806,563,1082.355532,1542.389721,72167,31170,316288
128k,30,1,1,poisson,1431,669,642.809507,1740.462015,85662,97592,682368
128k,30,1,1,poisson,1433,671,633.696959,1741.496905,85964,97620,682368
128k,30,1,1,poisson,1438,673,641.399511,1731.722379,86146,98027,682368
128k,30,1,1,poisson,1435,672,637.944425,1737.733633,86065,97774,682368
128k,30,1,1,poisson,1460,693,619.178259,1715.85031,88799,98295,682368
128k,30,1,1,poisson,1428,668,642.951416,1744.887451,85622,97369,682368
128k,30,1,1,poisson,1441,676,664.063964,1716.043331,86533,97985,682368
128k,30,4,0,poisson,604,422,1527.86803,1881.183731,54099,23366,316288
128k,30,4,0,poisson,604,422,1483.169551,1982.001214,54075,23356,316288
128k,30,3,1,poisson,741,385,1615.553781,2240.658109,49381,45623,503552
128k,30,3,1,poisson,741,385,1651.759042,2237.499492,49399,45640,503552
128k,30,3,1,poisson,743,386,1603.190465,2243.609304,49534,45764,503552
128k,30,3,1,poisson,741,385,1593.486379,2264.959329,49399,45640,503552
128k,30,2,2,poisson,647,242,2560.226494,3271.921216,31081,51875,682368
128k,30,2,2,poisson,649,244,2555.896889,3258.349465,31329,51847,682368
128k,30,2,2,poisson,649,245,2520.107655,3271.843557,31463,51804,682368
128k,30,2,2,poisson,638,233,2638.906676,3322.885763,29879,51863,682368
128k,30,2,2,poisson,642,237,2698.393219,3243.931533,30413,51950,682368
128k,30,1,3,poisson,1093,538,807.406493,1997.17845,68990,71052,867200
128k,30,1,3,poisson,1105,546,863.245589,1966.394244,69921,71580,867200
128k,30,6,0,poisson,657,458,1292.633178,1972.658798,58718,25572,119296
128k,30,5,1,poisson,743,430,1316.762655,2038.222566,55145,40133,165632
128k,30,5,1,poisson,743,430,1402.685039,1938.76507,55091,40094,165632
128k,30,4,2,poisson,648,299,2083.130558,3023.239879,38329,44767,211840
