block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,20,1,0,poisson,1594,1278,447.376979,1254.152709,163592,40449,207872
128k,20,1,0,poisson,1580,1267,450.640682,1259.878079,162298,40129,207872
128k,20,1,0,poisson,1592,1277,447.654994,1252.101601,163529,40434,207872
128k,20,1,0,poisson,1560,1251,443.682704,1332.416256,160225,39617,207872
128k,20,1,0,poisson,1580,1267,449.718484,1260.836207,162298,40129,207872
128k,20,1,0,poisson,1580,1267,451.222442,1259.655788,162235,40114,207872
128k,20,1,0,poisson,1565,1255,444.617844,1337.355296,160654,39723,207872
128k,20,1,0,poisson,1571,1260,454.017357,1259.708744,161332,39890,207872
128k,20,1,0,poisson,1566,1256,456.253806,1273.560345,160869,39776,207872
128k,20,1,0,poisson,1574,1262,452.313033,1260.762931,161642,39967,207872
128k,20,1,0,poisson,1650,1323,430.067448,1230.922414,169428,41892,207872
128k,20,1,0,poisson,1562,1253,456.72975,1271.41564,160470,39677,207872
128k,20,1,0,poisson,1570,1259,453.388855,1266.030788,161208,39860,207872
128k,20,2,0,poisson,739,593,1239.987667,1679.006158,75930,18774,207872
128k,20,2,0,poisson,739,593,1251.705847,1636.010468,75951,18779,207872
128k,20,2,0,poisson,739,593,1241.430268,1672.018473,75930,18774,207872
128k,20,2,0,poisson,738,592,1223.782582,1745.766626,75889,18764,207872
128k,20,2,0,poisson,739,593,1241.819275,1666.051108,75951,18779,207872
128k,20,2,0,poisson,739,593,1240.14799,1678.975985,75951,18779,207872
128k,20,1,1,poisson,1964,1144,497.656174,1435.841463,146541,104994,629760
128k,20,1,1,poisson,1982,1149,518.459963,1400.863211,147107,106684,629760
128k,20,1,1,poisson,1972,1138,498.871027,1417.780488,145776,106811,629760
128k,20,1,1,poisson,1983,1141,503.685208,1399.133333,146132,107798,629760
128k,20,1,1,poisson,1980,1150,494.696822,1416.712805,147211,106306,629760
128k,20,1,1,poisson,1964,1144,505.048289,1430.778455,146439,105082,629760
128k,20,1,1,poisson,1959,1132,505.531479,1423.984756,144919,105931,629760
128k,20,4,0,poisson,596,478,1550.421133,2062.812808,61244,15143,207872
128k,20,4,0,poisson,596,478,1566.029994,1989.775246,61244,15143,207872
128k,20,3,1,poisson,748,447,1633.918096,2207.592233,57263,38549,421888
128k,20,3,1,poisson,746,446,1644.031046,2267.99909,57106,38444,421888
128k,20,3,1,poisson,746,446,1651.907067,2196.974211,57189,38500,421888
128k,20,3,1,poisson,746,446,1651.57598,2206.895024,57148,38472,421888
