block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,80,1,0,poisson,798,152,550.664112,1388.162391,19557,82752,848128
128k,80,1,0,poisson,801,153,576.769476,1378.926502,19607,82962,848128
128k,80,1,0,poisson,788,150,559.431034,1405.330969,19316,81731,848128
128k,80,1,0,poisson,790,151,651.265645,1383.743888,19335,81810,848128
128k,80,1,0,poisson,757,144,859.154534,1400.417597,18547,78479,848128
128k,80,1,0,poisson,766,146,853.604725,1383.085572,18782,79472,848128
128k,80,1,0,poisson,771,147,789.624521,1388.341081,18901,79974,848128
128k,80,1,0,poisson,776,148,757.872925,1385.199215,19025,80498,848128
128k,80,1,0,poisson,761,145,792.94189,1407.346966,18644,78888,848128
128k,80,1,0,poisson,783,149,717.757344,1379.246604,19198,81230,848128
128k,80,1,0,poisson,777,148,684.637931,1403.262753,19032,80528,848128
128k,80,1,0,poisson,784,150,672.816092,1388.057652,19209,81277,848128
128k,80,1,0,poisson,793,151,665.240102,1372.005282,19443,82270,848128
128k,80,2,0,poisson,686,131,792.774585,1582.886055,16810,71127,848128
128k,80,2,0,poisson,688,131,800.38825,1583.438123,16854,71313,848128
128k,80,2,0,poisson,686,131,744.369093,1595.425898,16803,71097,848128
128k,80,2,0,poisson,687,131,740.510217,1591.857682,16847,71283,848128
128k,80,2,0,poisson,690,132,727.51788,1586.678237,16901,71511,848128
128k,80,2,0,poisson,687,131,758.169221,1592.524449,16841,71259,848128
128k,80,1,1,poisson,634,68,1298.0,3228.57684,8796,72448,942848
128k,80,1,1,poisson,639,68,1506.817191,3182.994705,8821,73168,942848
128k,80,1,1,poisson,637,68,1472.607748,3197.299213,8798,72908,942848
128k,80,1,1,poisson,634,68,1428.410412,3211.013983,8815,72448,942848
128k,80,1,1,poisson,637,68,1430.319613,3202.572224,8801,72908,942848
128k,80,1,1,poisson,634,68,1466.871671,3212.319576,8761,72537,942848
128k,80,1,1,poisson,635,68,1413.136804,3211.117703,8785,72700,942848
128k,80,4,0,poisson,560,107,1178.088761,1900.585119,13720,58055,848128
128k,80,4,0,poisson,559,107,1166.864623,1904.325234,13702,57975,848128
128k,80,3,1,poisson,592,84,1643.516267,2583.480923,10820,65069,899072
128k,80,3,1,poisson,592,84,1617.779966,2610.604499,10822,65084,899072
128k,80,3,1,poisson,589,84,1607.645548,2617.812358,10760,64709,899072
128k,80,3,1,poisson,589,84,1522.360445,2637.820046,10760,64709,899072
128k,80,2,2,poisson,568,59,2360.635593,3547.178251,7655,65235,942848
128k,80,2,2,poisson,568,60,2264.38862,3551.983437,7689,65145,942848
128k,80,2,2,poisson,570,60,2282.765133,3539.573989,7704,65362,942848
128k,80,2,2,poisson,569,60,2180.343826,3555.432121,7708,65185,942848
128k,80,2,2,poisson,570,60,2137.677966,3539.944746,7771,65339,942848
128k,80,1,3,poisson,597,67,1306.090452,2552.913395,8603,67963,997632
128k,80,1,3,poisson,608,71,1218.91206,2491.55979,9089,68844,997632
128k,80,6,0,poisson,627,125,846.258958,1758.243694,16055,64274,314624
128k,80,5,1,poisson,623,103,1243.098425,2081.157176,13192,66583,328192
128k,80,5,1,poisson,620,102,1230.679134,2083.067863,13154,66395,328192
128k,80,4,2,poisson,614,79,1676.580402,2789.857143,10209,68591,342272
