"","block_size","write_pct","leaders","followers","iops"
"1305","128k",70,18,22,573
"1306","128k",80,18,22,570
"1307","128k",90,18,22,567
"1308","128k",100,18,22,564
"1309","128k",10,23,22,515
"1310","128k",20,23,22,558
"1311","128k",30,23,22,539
"1312","128k",40,23,22,559
"1313","128k",45,23,22,559
"1314","128k",50,23,22,559
"1315","128k",55,23,22,560
"1316","128k",60,23,22,560
"1317","128k",70,23,22,559
"1318","128k",80,23,22,560
"1319","128k",90,23,22,561
"1320","128k",100,23,22,560
"1321","128k",10,28,22,543
"1322","128k",20,28,22,543
"1323","128k",30,28,22,554
"1324","128k",40,28,22,548
"1325","128k",45,28,22,538
"1326","128k",50,28,22,552
"1327","128k",55,28,22,557
"1328","128k",60,28,22,557
"1329","128k",70,28,22,557
"1330","128k",80,28,22,557
"1331","128k",90,28,22,557
"1332","128k",100,28,22,557
"1333","128k",10,6,24,802
"1334","128k",20,6,24,766
"1335","128k",30,6,24,734
"1336","128k",40,6,24,713
"1337","128k",45,6,24,664
"1338","128k",50,6,24,650
"1339","128k",55,6,24,681
"1340","128k",60,6,24,667
"1341","128k",70,6,24,641
"1342","128k",80,6,24,584
"1343","128k",90,6,24,561
"1344","128k",100,6,24,540
"1345","128k",10,11,24,686
"1346","128k",20,11,24,666
"1347","128k",30,11,24,653
"1348","128k",40,11,24,639
"1349","128k",45,11,24,601
"1350","128k",50,11,24,593
"1351","128k",55,11,24,621
"1352","128k",60,11,24,615
"1353","128k",70,11,24,601
"1354","128k",80,11,24,557
"1355","128k",90,11,24,546
"1356","128k",100,11,24,534
"1357","128k",10,16,24,616
"1358","128k",20,16,24,615
"1359","128k",30,16,24,604
"1360","128k",40,16,24,604
"1361","128k",45,16,24,559
"1362","128k",50,16,24,562
"1363","128k",55,16,24,595
"1364","128k",60,16,24,589
"1365","128k",70,16,24,582
"1366","128k",80,16,24,576
"1367","128k",90,16,24,570
"1368","128k",100,16,24,564
"1369","128k",10,21,24,553
"1370","128k",20,21,24,561
"1371","128k",30,21,24,558
"1372","128k",40,21,24,561
"1373","128k",45,21,24,556
"1374","128k",50,21,24,569
"1375","128k",55,21,24,571
"1376","128k",60,21,24,569
"1377","128k",70,21,24,566
"1378","128k",80,21,24,564
"1379","128k",90,21,24,561
"1380","128k",100,21,24,560
"1381","128k",10,25,25,536
"1382","128k",20,25,25,545
"1383","128k",30,25,25,550
"1384","128k",40,25,25,557
"1385","128k",45,25,25,556
"1386","128k",50,25,25,556
"1387","128k",55,25,25,558
"1388","128k",60,25,25,558
"1389","128k",70,25,25,558
"1390","128k",80,25,25,557
"1391","128k",90,25,25,557
"1392","128k",100,25,25,558
"1393","128k",10,14,26,653
"1394","128k",20,14,26,645
"1395","128k",30,14,26,628
"1396","128k",40,14,26,622
"1397","128k",45,14,26,616
"1398","128k",50,14,26,580
"1399","128k",55,14,26,609
"1400","128k",60,14,26,606
"1401","128k",70,14,26,592
"1402","128k",80,14,26,583
"1403","128k",90,14,26,573
"1404","128k",100,14,26,563
"1405","128k",10,3,27,1039
"1406","128k",20,3,27,994
"1407","128k",30,3,27,939
"1408","128k",40,3,27,871
"1409","128k",45,3,27,796
"1410","128k",50,3,27,766
"1411","128k",55,3,27,789
"1412","128k",60,3,27,758
"1413","128k",70,3,27,712
"1414","128k",80,3,27,625
"1415","128k",90,3,27,581
"1416","128k",100,3,27,541
"1417","128k",10,18,27,578
"1418","128k",20,18,27,596
"1419","128k",30,18,27,598
"1420","128k",40,18,27,592
"1421","128k",45,18,27,586
"1422","128k",50,18,27,587
"1423","128k",55,18,27,590
"1424","128k",60,18,27,586
"1425","128k",70,18,27,579
"1426","128k",80,18,27,571
"1427","128k",90,18,27,566
"1428","128k",100,18,27,560
"1429","128k",10,23,27,546
"1430","128k",20,23,27,570
"1431","128k",30,23,27,557
"1432","128k",40,23,27,564
"1433","128k",45,23,27,557
"1434","128k",50,23,27,565
"1435","128k",55,23,27,570
"1436","128k",60,23,27,568
"1437","128k",70,23,27,564
"1438","128k",80,23,27,562
"1439","128k",90,23,27,558
"1440","128k",100,23,27,558
"1441","128k",10,7,28,775
"1442","128k",20,7,28,751
"1443","128k",30,7,28,726
"1444","128k",40,7,28,695
"1445","128k",45,7,28,647
"1446","128k",50,7,28,640
"1447","128k",55,7,28,669
"1448","128k",60,7,28,652
"1449","128k",70,7,28,628
"1450","128k",80,7,28,574
"1451","128k",90,7,28,554
"1452","128k",100,7,28,533
"1453","128k",10,12,28,685
"1454","128k",20,12,28,669
"1455","128k",30,12,28,660
"1456","128k",40,12,28,640
"1457","128k",45,12,28,631
"1458","128k",50,12,28,587
"1459","128k",55,12,28,622
"1460","128k",60,12,28,615
"1461","128k",70,12,28,601
"1462","128k",80,12,28,589
"1463","128k",90,12,28,575
"1464","128k",100,12,28,562
"1465","128k",10,16,29,629
"1466","128k",20,16,29,635
"1467","128k",30,16,29,609
"1468","128k",40,16,29,604
"1469","128k",45,16,29,608
"1470","128k",50,16,29,607
"1471","128k",55,16,29,602
"1472","128k",60,16,29,598
"1473","128k",70,16,29,587
"1474","128k",80,16,29,577
"1475","128k",90,16,29,569
"1476","128k",100,16,29,560
"1477","128k",10,20,30,577
"1478","128k",20,20,30,590
"1479","128k",30,20,30,584
"1480","128k",40,20,30,588
"1481","128k",45,20,30,575
"1482","128k",50,20,30,587
"1483","128k",55,20,30,586
"1484","128k",60,20,30,580
"1485","128k",70,20,30,576
"1486","128k",80,20,30,568
"1487","128k",90,20,30,563
"1488","128k",100,20,30,557
"1489","128k",10,4,31,910
"1490","128k",20,4,31,861
"1491","128k",30,4,31,816
"1492","128k",40,4,31,779
"1493","128k",45,4,31,721
"1494","128k",50,4,31,704
"1495","128k",55,4,31,723
"1496","128k",60,4,31,698
"1497","128k",70,4,31,668
"1498","128k",80,4,31,600
"1499","128k",90,4,31,565
"1500","128k",100,4,31,535
"1501","128k",10,14,31,652
"1502","128k",20,14,31,653
"1503","128k",30,14,31,639
"1504","128k",40,14,31,624
"1505","128k",45,14,31,621
"1506","128k",50,14,31,621
"1507","128k",55,14,31,616
"1508","128k",60,14,31,609
"1509","128k",70,14,31,594
"1510","128k",80,14,31,585
"1511","128k",90,14,31,572
"1512","128k",100,14,31,560
"1513","128k",10,8,32,763
"1514","128k",20,8,32,731
"1515","128k",30,8,32,709
"1516","128k",40,8,32,683
"1517","128k",45,8,32,677
"1518","128k",50,8,32,667
"1519","128k",55,8,32,659
"1520","128k",60,8,32,644
"1521","128k",70,8,32,622
"1522","128k",80,8,32,603
"1523","128k",90,8,32,580
"1524","128k",100,8,32,562
"1525","128k",10,18,32,639
"1526","128k",20,18,32,628
"1527","128k",30,18,32,603
"1528","128k",40,18,32,609
"1529","128k",45,18,32,600
"1530","128k",50,18,32,596
"1531","128k",55,18,32,598
"1532","128k",60,18,32,593
"1533","128k",70,18,32,583
"1534","128k",80,18,32,574
"1535","128k",90,18,32,566
"1536","128k",100,18,32,558
"1537","128k",10,15,35,666
"1538","128k",20,15,35,653
"1539","128k",30,15,35,643
"1540","128k",40,15,35,625
"1541","128k",45,15,35,618
"1542","128k",50,15,35,620
"1543","128k",55,15,35,614
"1544","128k",60,15,35,609
"1545","128k",70,15,35,593
"1546","128k",80,15,35,582
"1547","128k",90,15,35,569
"1548","128k",100,15,35,558
"1549","128k",10,4,36,938
"1550","128k",20,4,36,866
"1551","128k",30,4,36,823
"1552","128k",40,4,36,778
"1553","128k",45,4,36,760
"1554","128k",50,4,36,745
"1555","128k",55,4,36,718
"1556","128k",60,4,36,706
"1557","128k",70,4,36,667
"1558","128k",80,4,36,632
"1559","128k",90,4,36,595
"1560","128k",100,4,36,563
"1561","128k",10,9,36,751
"1562","128k",20,9,36,728
"1563","128k",30,9,36,698
"1564","128k",40,9,36,683
"1565","128k",45,9,36,669
"1566","128k",50,9,36,662
"1567","128k",55,9,36,652
"1568","128k",60,9,36,639
"1569","128k",70,9,36,617
"1570","128k",80,9,36,596
"1571","128k",90,9,36,577
"1572","128k",100,9,36,558
"1573","128k",10,5,40,865
"1574","128k",20,5,40,821
"1575","128k",30,5,40,784
"1576","128k",40,5,40,740
"1577","128k",45,5,40,731
"1578","128k",50,5,40,706
"1579","128k",55,5,40,702
"1580","128k",60,5,40,682
"1581","128k",70,5,40,654
"1582","128k",80,5,40,620
"1583","128k",90,5,40,592
"1584","128k",100,5,40,560
"1585","128k",10,10,40,741
"1586","128k",20,10,40,716
"1587","128k",30,10,40,690
"1588","128k",40,10,40,671
"1589","128k",45,10,40,661
"1590","128k",50,10,40,653
"1591","128k",55,10,40,644
"1592","128k",60,10,40,632
"1593","128k",70,10,40,612
"1594","128k",80,10,40,593
"1595","128k",90,10,40,575
"1596","128k",100,10,40,556
"1597","128k",10,5,45,863
"1598","128k",20,5,45,811
"1599","128k",30,5,45,785
"1600","128k",40,5,45,749
"1601","128k",45,5,45,729
"1602","128k",50,5,45,713
"1603","128k",55,5,45,699
"1604","128k",60,5,45,682
"1605","128k",70,5,45,651
"1606","128k",80,5,45,619
"1607","128k",90,5,45,589
"1608","128k",100,5,45,557
