block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,70,3,1,poisson,654,143,1414.498326,2465.654063,18317,65420,819200
128k,70,3,1,poisson,656,143,1408.495536,2451.440156,18386,65667,819200
128k,70,3,1,poisson,654,143,1397.753906,2474.729844,18329,65462,819200
128k,70,2,2,poisson,619,98,2087.316343,3318.800316,12638,66724,890368
128k,70,2,2,poisson,618,99,2059.384304,3315.543703,12729,66554,890368
128k,70,2,2,poisson,620,100,2051.499191,3309.313542,12821,66564,890368
128k,70,2,2,poisson,621,101,2031.305016,3288.778033,12965,66629,890368
128k,70,2,2,poisson,619,99,2102.139159,3309.488355,12791,66564,890368
128k,70,1,3,poisson,680,118,1336.186978,2317.730936,15131,71982,971904
128k,70,1,3,poisson,686,121,1244.482471,2296.335836,15552,72432,971904
128k,70,6,0,poisson,660,197,1074.163221,1665.66837,25340,59367,275584
128k,70,5,1,poisson,679,167,1313.64106,1896.611135,21389,65643,296576
128k,70,5,1,poisson,677,166,1294.010596,1926.364264,21338,65483,296576
128k,70,4,2,poisson,673,131,1713.440735,2592.348969,16817,69432,316544
128k,70,4,2,poisson,662,129,1722.108514,2647.912252,16527,68235,316544
128k,70,4,2,poisson,663,129,1714.749583,2643.016983,16559,68368,316544
128k,70,3,3,poisson,675,105,2052.878924,2979.845773,13553,73087,336128
128k,70,3,3,poisson,670,102,2132.578475,3026.862148,13150,72707,336128
128k,70,3,3,poisson,670,102,2118.078475,3026.502666,13166,72723,336128
128k,70,3,3,poisson,668,101,2107.988789,3053.214395,12950,72644,336128
128k,70,2,4,poisson,736,126,1492.767677,2297.534414,16253,78100,355200
128k,70,2,4,poisson,736,126,1511.508418,2296.990631,16225,78117,355200
128k,70,1,5,poisson,923,267,633.211538,1667.996914,34250,84008,373248
128k,70,8,0,poisson,619,187,1102.978155,1802.198252,23949,55416,366080
128k,70,7,1,poisson,641,167,1257.171509,1940.099373,21393,60731,387712
128k,70,6,2,poisson,617,138,1472.81284,2595.624174,17745,61344,406656
128k,70,5,3,poisson,615,113,1967.06755,3013.346004,14536,64327,427648
128k,70,6,2,poisson,624,140,1568.562568,2528.113944,17928,61980,406656
128k,70,5,3,poisson,615,113,1950.541722,3015.427118,14538,64336,427648
128k,70,4,4,poisson,625,94,2360.505843,3255.659708,12154,67985,447616
128k,70,4,4,poisson,626,96,2294.799666,3233.864741,12376,67944,447616
128k,70,4,4,poisson,625,95,2369.918197,3249.791822,12191,67954,447616
128k,70,3,5,poisson,661,103,2037.147982,2690.069315,13307,71491,467200
128k,70,3,5,poisson,661,101,2442.721973,2671.119726,12989,71689,467200
128k,70,2,6,poisson,712,125,1573.747475,2177.03422,16013,75204,486272
128k,70,1,7,poisson,843,232,685.00641,1755.505076,29802,78298,504320
128k,70,11,1,poisson,651,178,1161.372479,1813.565276,22904,60562,285312
128k,70,10,2,poisson,635,156,1431.78543,2104.536038,19987,61339,296576
128k,70,9,3,poisson,636,141,1622.408223,2416.299456,18080,63482,306048
128k,70,8,4,poisson,641,125,1806.961603,2733.554792,16016,66125,316544
128k,70,8,4,poisson,651,127,1809.499165,2658.095431,16271,67178,316544
128k,70,7,5,poisson,647,110,2119.034286,2916.837456,14171,68750,326016
128k,70,6,6,poisson,655,100,2390.719731,3060.656512,12869,71047,336128
128k,70,6,6,poisson,652,98,2398.928251,3086.377761,12641,70987,336128
128k,70,5,7,poisson,681,109,2179.03125,2720.509673,13963,73236,344064
128k,70,5,7,poisson,681,109,2219.111979,2713.663318,13979,73298,344064
128k,70,4,8,poisson,710,117,1841.249158,2371.07964,15043,76011,355200
128k,70,3,9,poisson,760,151,1455.204255,2044.693691,19344,77959,363136
128k,70,2,10,poisson,881,252,701.365385,1741.449246,32310,80545,373248
128k,70,15,1,poisson,621,174,1218.95993,1856.644166,22294,57251,377344
128k,70,13,3,poisson,615,149,1412.048338,2327.423461,19113,59726,397184
128k,70,12,4,poisson,613,137,1648.593036,2559.292414,17638,60977,406656
128k,70,10,6,poisson,605,111,2095.884768,3022.358276,14317,63355,427648
128k,70,11,5,poisson,605,124,1863.589561,2813.458346,15988,61695,416384
128k,70,9,7,poisson,608,101,2347.251101,3265.834261,12944,64912,437120
128k,70,8,8,poisson,614,92,2584.050083,3302.67944,11835,66858,447616
128k,70,8,8,poisson,615,94,2576.335559,3251.979125,12156,66778,447616
128k,70,7,9,poisson,634,96,2429.670476,2994.437973,12359,68963,457088
128k,70,6,10,poisson,653,102,2223.565022,2704.317808,13150,70627,467200
128k,70,5,11,poisson,670,109,2160.223958,2475.180765,14043,71848,475136
128k,70,4,12,poisson,693,117,1812.936027,2234.144248,15049,73766,486272
128k,70,2,14,poisson,843,242,627.038462,1776.470305,31102,77042,504320
128k,70,18,2,poisson,596,161,1328.603175,2069.736476,20698,55763,477952
128k,70,16,4,poisson,597,144,1549.104369,2461.713182,18458,58003,497152
128k,70,14,6,poisson,597,124,1845.297095,2818.506045,15940,60549,518784
128k,70,12,8,poisson,596,107,2200.76605,3157.522733,13705,62650,537728
128k,70,13,7,poisson,596,115,2011.019134,2993.87182,14841,61683,528256
128k,70,11,9,poisson,590,97,2482.529063,3359.68506,12449,63165,547456
128k,70,10,10,poisson,592,89,2739.063576,3426.125773,11401,64442,558720
128k,70,9,11,poisson,603,90,2695.851689,3199.495382,11634,65724,568192
128k,70,8,12,poisson,617,92,2572.899833,2969.314311,11824,67258,578688
128k,70,7,13,poisson,629,95,2525.84381,2756.561262,12162,68422,588160
128k,70,6,14,poisson,643,98,2350.329596,2547.776851,12635,69810,598272
128k,70,4,16,poisson,684,117,1829.407407,2154.185984,14996,72603,617344
128k,70,2,18,poisson,844,258,628.121795,1784.756849,33114,75069,635392
128k,70,23,2,poisson,583,157,1307.370284,2064.4195,20104,54572,598656
128k,70,20,5,poisson,582,137,1596.727333,2542.430558,17638,57071,625792
128k,70,18,7,poisson,583,126,1823.857864,2837.287395,16170,58498,641792
128k,70,15,10,poisson,582,104,2300.821429,3222.887852,13393,61275,672256
128k,70,17,8,poisson,582,119,1940.273491,2976.187193,15268,59381,651648
128k,70,14,11,poisson,583,97,2527.929709,3364.355335,12449,62226,682624
128k,70,13,12,poisson,583,90,2748.809668,3473.828186,11599,63158,692096
128k,70,12,13,poisson,589,90,2744.053319,3371.994891,11574,63906,701568
128k,70,10,15,poisson,599,89,2744.838411,3065.784942,11429,65401,722560
128k,70,9,16,poisson,612,92,2649.013216,2876.961007,11801,66566,732032
128k,70,8,17,poisson,618,91,2578.026711,2734.570764,11689,67539,742528
128k,70,5,20,poisson,661,110,2124.007812,2234.036237,14091,70588,770048
128k,70,3,22,poisson,717,151,1388.32766,1941.480779,19406,72502,789120
128k,70,27,3,poisson,573,153,1391.524854,2205.757996,19645,53880,720384
128k,70,24,6,poisson,574,134,1616.820871,2589.06267,17170,56416,753664
128k,70,21,9,poisson,574,118,1917.969562,2950.594789,15105,58458,781184
128k,70,18,12,poisson,574,103,2375.623377,3274.037337,13279,60301,805632
128k,70,20,10,poisson,574,113,2040.099934,3076.776625,14471,59082,789632
128k,70,17,13,poisson,573,97,2541.789152,3387.756867,12533,61002,815488
128k,70,15,15,poisson,575,87,2903.038328,3510.87278,11253,62563,836096
128k,70,14,16,poisson,582,87,2861.140581,3378.742477,11212,63372,846464
128k,70,12,18,poisson,594,89,2789.479869,3089.202337,11478,64684,865408
128k,70,11,19,poisson,597,89,2801.565836,2971.789089,11448,65148,875136
128k,70,9,21,poisson,612,91,2665.778267,2701.108444,11683,66731,895872
128k,70,6,24,poisson,641,99,2299.926009,2302.251313,12677,69458,925952
128k,70,3,27,poisson,712,152,1400.497872,1925.992612,19481,71775,952960
128k,70,32,3,poisson,568,153,1375.300621,2190.581513,19620,53174,837760
128k,70,28,7,poisson,568,134,1636.773327,2644.00468,17239,55554,875264
128k,70,25,10,poisson,567,118,1917.288687,2926.066328,15223,57562,907008
128k,70,21,14,poisson,568,100,2402.549144,3316.444806,12802,59936,945024
128k,70,23,12,poisson,567,109,2140.154962,3109.460688,13987,58751,926336
128k,70,20,15,poisson,567,95,2545.097287,3389.93234,12276,60522,953472
128k,70,18,17,poisson,567,87,2884.810967,3574.617507,11260,61534,969472
128k,70,16,19,poisson,577,87,2911.607605,3374.271491,11222,62744,988672
128k,70,14,21,poisson,587,87,2949.029991,3116.790827,11217,64101,1010304
128k,70,13,22,poisson,594,89,2812.436052,3002.550019,11409,64755,1019776
128k,70,11,24,poisson,601,89,2800.481613,2795.414069,11481,65620,1038976
128k,70,7,28,poisson,628,94,2528.133333,2348.335033,12143,68472,1079680
128k,70,4,31,poisson,668,116,1821.050505,2022.633383,14966,70664,1108864
128k,70,36,4,poisson,562,149,1429.749633,2275.640899,19198,52973,962048
128k,70,32,8,poisson,562,132,1673.135404,2655.384026,17022,55157,1001600
128k,70,28,12,poisson,563,116,2018.438737,2994.522296,14964,57247,1039104
128k,70,24,16,poisson,563,98,2449.277902,3320.277817,12637,59578,1081344
128k,70,26,14,poisson,563,107,2196.136224,3171.283816,13821,58386,1059840
128k,70,22,18,poisson,563,90,2671.814815,3478.398231,11612,60584,1099904
128k,70,20,20,poisson,565,84,2970.275976,3580.971474,10863,61573,1117312
128k,70,18,22,poisson,573,86,2964.501443,3374.041789,11063,62434,1133312
128k,70,16,24,poisson,582,87,2999.48301,3150.774211,11197,63485,1152512
128k,70,14,26,poisson,592,87,2939.521087,2943.89142,11207,64676,1174144
128k,70,12,28,poisson,601,88,2964.311208,2742.705611,11357,65763,1193088
128k,70,8,32,poisson,622,92,2652.590985,2375.912768,11790,67842,1234048
128k,70,4,36,poisson,667,117,1903.350168,1994.358242,15055,70404,1272704
128k,70,41,4,poisson,560,150,1452.80666,2237.638543,19271,52504,1078656
128k,70,36,9,poisson,560,132,1730.902717,2678.90166,16971,54803,1125888
128k,70,32,13,poisson,560,117,1974.043892,2977.733663,15046,56728,1165440
128k,70,27,18,poisson,559,99,2461.125244,3349.247888,12786,58996,1211904
128k,70,30,15,poisson,560,110,2175.349536,3126.961975,14101,57681,1184896
128k,70,25,20,poisson,560,91,2709.211313,3500.647211,11676,60102,1234688
128k,70,23,22,poisson,559,83,2954.003482,3633.476983,10735,61040,1254016
128k,70,21,24,poisson,566,83,2981.119214,3468.867746,10684,61950,1272704
128k,70,18,27,poisson,579,86,2941.75974,3181.637261,11080,63146,1297152
128k,70,16,29,poisson,587,87,3006.16343,2991.734345,11139,64074,1316352
128k,70,14,31,poisson,594,86,2889.385192,2830.429637,11051,65134,1337984
128k,70,9,36,poisson,617,91,2697.415565,2398.393948,11651,67339,1387392
128k,70,5,40,poisson,654,111,2099.979167,2055.383621,14213,69586,1425408
128k,70,45,5,poisson,556,148,1459.259725,2311.946168,19070,52325,1200768
128k,70,40,10,poisson,557,131,1700.443964,2689.18166,16773,54628,1253504
128k,70,35,15,poisson,557,115,2044.078927,3034.311466,14768,56621,1299456
128k,70,30,20,poisson,557,98,2426.866549,3369.146341,12622,58773,1348736
128k,70,33,17,poisson,557,108,2267.762862,3161.819725,13880,57528,1319936
128k,70,28,22,poisson,557,92,2692.543827,3470.793032,11837,59567,1366784
128k,70,25,25,poisson,558,82,3060.654216,3626.146165,10554,60953,1398528
128k,70,23,27,poisson,564,82,2994.722577,3464.688634,10563,61790,1417856
128k,70,20,30,poisson,576,84,2976.02184,3195.141288,10795,62987,1444992
128k,70,18,32,poisson,583,86,2945.999278,3027.324864,11113,63681,1460992
128k,70,15,35,poisson,593,86,2966.972125,2790.121009,11083,65018,1491456
128k,70,10,40,poisson,612,89,2746.792053,2414.848402,11450,67018,1541760
128k,70,5,45,poisson,651,109,2133.0,2036.343106,14075,69469,1589248
