block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,40,1,0,poisson,1122,673,597.759007,1276.046661,86157,57502,419712
128k,40,1,0,poisson,1179,707,510.902096,1291.123513,90601,60468,419712
128k,40,1,0,poisson,1241,744,468.09078,1252.750839,95354,63640,419712
128k,40,1,0,poisson,1214,728,493.817016,1257.52943,93289,62262,419712
128k,40,1,0,poisson,1186,711,512.532058,1274.074718,91100,60801,419712
128k,40,1,0,poisson,1202,721,490.914309,1279.998475,92384,61658,419712
128k,40,1,0,poisson,1281,768,448.779564,1236.420555,98398,65672,419712
128k,40,1,0,poisson,1156,693,554.51435,1266.609332,88797,59264,419712
128k,40,1,0,poisson,1152,691,548.56666,1283.808783,88559,59106,419712
128k,40,1,0,poisson,1222,733,478.343985,1263.206465,93902,62671,419712
128k,40,1,0,poisson,1194,716,481.447181,1308.087222,91764,61245,419712
128k,40,1,0,poisson,1210,726,488.931814,1268.293687,92972,62050,419712
128k,40,1,0,poisson,1219,731,477.644413,1276.942056,93608,62475,419712
128k,40,2,0,poisson,845,507,922.67474,1513.501982,64951,43349,419712
128k,40,2,0,poisson,845,507,897.357216,1552.336078,64904,43318,419712
128k,40,2,0,poisson,845,507,907.822308,1533.134187,64972,43363,419712
128k,40,2,0,poisson,845,507,913.524934,1522.277829,64972,43363,419712
128k,40,2,0,poisson,845,507,913.336251,1527.586459,64904,43318,419712
128k,40,2,0,poisson,845,507,934.419092,1499.340043,64958,43354,419712
128k,40,1,1,poisson,1133,430,774.916292,2050.094028,55082,90108,735104
128k,40,1,1,poisson,1108,430,776.293998,2100.239074,55101,86809,735104
128k,40,1,1,poisson,1135,428,779.311964,2045.023333,54879,90541,735104
128k,40,1,1,poisson,1135,431,779.893426,2041.004353,55208,90130,735104
128k,40,1,1,poisson,1142,433,770.671294,2031.990249,55442,90775,735104
128k,40,1,1,poisson,1134,432,774.278481,2050.45081,55373,89877,735104
128k,40,1,1,poisson,1142,433,772.198448,2028.226537,55462,90764,735104
128k,40,4,0,poisson,612,367,1393.696316,1927.478805,47074,31417,419712
128k,40,4,0,poisson,613,368,1398.198453,1916.654773,47109,31441,419712
128k,40,3,1,poisson,731,325,1540.638035,2314.081794,41645,51977,582144
128k,40,3,1,poisson,729,324,1573.143798,2302.991425,41552,51861,582144
128k,40,3,1,poisson,731,325,1532.175082,2312.502858,41664,52000,582144
128k,40,3,1,poisson,730,325,1529.081778,2333.013852,41615,51940,582144
128k,40,2,2,poisson,646,208,2440.093099,3246.842765,26705,56131,735104
128k,40,2,2,poisson,648,210,2387.467538,3244.663068,26988,56179,735104
128k,40,2,2,poisson,649,210,2397.967334,3248.166638,26923,56196,735104
128k,40,2,2,poisson,648,210,2398.74806,3252.970399,26884,56140,735104
128k,40,2,2,poisson,647,209,2420.19804,3251.116141,26787,56187,735104
128k,40,1,3,poisson,933,376,891.931063,2070.023612,48160,71357,894464
128k,40,1,3,poisson,935,378,889.086379,2067.081425,48478,71391,894464
128k,40,6,0,poisson,647,385,1228.313457,1945.730707,49384,33607,159232
128k,40,5,1,poisson,709,350,1381.216875,2018.454662,44916,46042,199040
128k,40,5,1,poisson,708,350,1398.206987,2023.424437,44813,45935,199040
128k,40,4,2,poisson,665,261,1948.251661,2875.571734,33408,51832,239104
128k,40,4,2,poisson,658,258,1965.219269,2903.077088,33057,51287,239104
128k,40,4,2,poisson,653,256,1979.215116,2932.78212,32824,50927,239104
128k,40,3,3,poisson,693,223,2289.196272,3015.168981,28590,60235,276480
128k,40,3,3,poisson,690,221,2318.523026,3027.701852,28313,60065,276480
128k,40,3,3,poisson,690,221,2319.530702,3018.798611,28402,60104,276480
128k,40,3,3,poisson,689,221,2326.006579,3021.379167,28354,60000,276480
128k,40,2,4,poisson,851,300,1552.317276,2216.219433,38470,70602,316160
128k,40,2,4,poisson,847,296,1572.003322,2221.153846,37902,70602,316160
128k,40,1,5,poisson,1409,755,449.94702,1605.176173,96640,83820,354560
128k,40,8,0,poisson,619,370,1301.108207,2013.324226,47402,31879,210816
128k,40,7,1,poisson,657,341,1423.928068,2036.98324,43771,40519,252032
128k,40,6,2,poisson,619,276,1835.457877,2793.526455,35452,43985,290304
128k,40,5,3,poisson,610,226,2316.494397,3207.694067,28955,49226,330112
128k,40,6,2,poisson,619,276,1835.473195,2785.132716,35452,43985,290304
128k,40,5,3,poisson,621,230,2268.690178,3150.716557,29487,50130,330112
128k,40,4,4,poisson,624,191,2727.569767,3313.801521,24505,55448,370176
128k,40,4,4,poisson,622,190,2738.049834,3319.209198,24423,55374,370176
128k,40,4,4,poisson,634,195,2687.475083,3254.734094,25030,56197,370176
128k,40,3,5,poisson,707,220,2324.887061,2656.088254,28197,62460,407552
128k,40,3,5,poisson,711,222,2309.724781,2635.771985,28541,62594,407552
128k,40,2,6,poisson,844,299,1558.556478,2111.632799,38317,69836,447232
128k,40,1,7,poisson,1275,659,583.890728,1668.198208,84401,78900,485632
128k,40,11,1,poisson,669,365,1286.225999,1933.372043,46806,38935,178560
128k,40,10,2,poisson,638,315,1558.793013,2361.001286,40386,41397,199040
128k,40,9,3,poisson,635,282,1776.674982,2699.105325,36105,45271,218752
128k,40,8,4,poisson,638,250,2030.739203,2960.081906,32046,49720,239104
128k,40,8,4,poisson,640,251,2019.753322,2956.592077,32173,49917,239104
128k,40,7,5,poisson,640,222,2355.460169,3181.819451,28494,53544,256640
128k,40,6,6,poisson,661,207,2555.304825,3124.735648,26530,58132,276480
128k,40,6,6,poisson,660,206,2572.849781,3130.676389,26375,58120,276480
128k,40,5,7,poisson,709,222,2350.840789,2725.586073,28419,62420,295936
128k,40,5,7,poisson,709,222,2353.436842,2730.465398,28436,62420,295936
128k,40,4,8,poisson,773,249,2026.553156,2356.936437,31986,67196,316160
128k,40,3,9,poisson,892,330,1465.307018,2022.073012,42265,71994,334848
128k,40,2,10,poisson,1324,724,471.546358,1736.624188,92700,76894,354560
128k,40,15,1,poisson,629,351,1380.895359,1987.962472,44977,35682,231936
128k,40,13,3,poisson,614,295,1695.91874,2545.715562,37819,40854,272256
128k,40,12,4,poisson,612,273,1850.833698,2818.970018,35017,43445,290304
128k,40,10,6,poisson,603,223,2181.760712,3267.013571,28660,48725,330112
128k,40,11,5,poisson,614,251,2050.713178,2996.826788,32235,46498,309632
128k,40,9,7,poisson,613,204,2573.264857,3295.398829,26168,52470,349824
128k,40,8,8,poisson,629,195,2702.267442,3273.408022,25014,55598,370176
128k,40,8,8,poisson,626,192,2796.626246,3268.34751,24653,55565,370176
128k,40,7,9,poisson,648,197,2709.098407,3017.911522,25226,57729,387712
128k,40,6,10,poisson,687,211,2394.985746,2739.198492,27084,60946,407552
128k,40,5,11,poisson,720,220,2287.107895,2479.036871,28262,64105,427008
128k,40,4,12,poisson,760,234,2040.54485,2256.07241,29959,67435,447232
128k,40,2,14,poisson,1300,719,474.615894,1774.006062,92038,74403,485632
128k,40,18,2,poisson,596,320,1551.433406,2379.795531,41010,35398,303616
128k,40,16,4,poisson,596,285,1781.788077,2725.595657,36565,39879,341888
128k,40,14,6,poisson,597,248,2094.092619,3043.577013,31757,44687,383104
128k,40,12,8,poisson,589,210,2537.909737,3348.56045,26981,48590,421376
128k,40,13,7,poisson,593,228,2266.364144,3232.701047,29268,46838,403328
128k,40,11,9,poisson,594,194,2687.620751,3482.050537,24939,51202,440704
128k,40,10,10,poisson,599,182,2964.127884,3425.318623,23332,53383,461184
128k,40,9,11,poisson,624,187,2861.11372,3148.26271,23991,56055,480896
128k,40,8,12,poisson,641,188,2802.452658,2946.847293,24083,58034,501248
