block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,55,1,0,poisson,786,355,1960.344958,675.410194,45486,55250,575104
128k,55,1,0,poisson,461,208,3962.546905,655.902738,26692,32422,575104
128k,55,1,0,poisson,572,258,2954.004596,719.108836,33140,40253,575104
128k,55,1,0,poisson,427,193,4323.352528,674.513243,24724,30031,575104
128k,55,1,0,poisson,396,179,4588.579346,782.114845,22964,27893,575104
128k,55,1,0,poisson,465,210,3918.846986,664.74093,26904,32680,575104
128k,55,1,0,poisson,917,414,1633.751284,608.614066,53109,64509,575104
128k,55,1,0,poisson,658,297,2445.540687,726.385711,38112,46293,575104
128k,55,1,0,poisson,955,431,1599.845364,564.72357,55266,67130,575104
128k,55,1,0,poisson,977,441,1478.031089,620.061874,56560,68701,575104
128k,55,1,0,poisson,601,271,2854.151663,653.275985,34778,42243,575104
128k,55,2,0,poisson,288,130,6642.991619,816.141108,16698,20282,575104
128k,55,2,0,poisson,228,103,8494.454447,946.246606,13231,16071,575104
128k,55,2,0,poisson,465,210,3788.694782,765.279769,26932,32713,575104
128k,55,2,0,poisson,193,87,9885.63801,1229.733586,11217,13624,575104
128k,55,1,1,poisson,616,142,5439.520403,1615.907534,18196,60798,807040
128k,55,1,1,poisson,452,104,7791.309486,2013.900079,13334,44553,807040
128k,55,1,1,poisson,448,103,7833.118177,1949.763838,13236,44226,807040
128k,55,1,1,poisson,504,116,6956.448331,1758.97954,14867,49676,807040
128k,55,1,1,poisson,547,126,6532.628511,1857.815067,16161,54000,807040
128k,55,1,1,poisson,619,142,5552.139905,1529.386994,18295,61130,807040
128k,55,1,1,poisson,448,103,8098.869634,1949.272482,13243,44250,807040
128k,55,4,0,poisson,250,113,7433.39389,1127.382818,14493,17604,575104
128k,55,4,0,poisson,120,54,16925.336577,1170.114178,6963,8458,575104
128k,55,3,1,poisson,238,80,11133.763129,1217.666728,10286,20234,695168
128k,55,3,1,poisson,124,42,22295.113365,1033.048057,5392,10606,695168
128k,55,2,2,poisson,476,109,7854.138845,1364.579381,14079,47044,807040
128k,55,2,2,poisson,221,51,17819.395866,1526.06027,6549,21884,807040
