block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,10,8,12,poisson,315,113,8597.770234,2211.191827,14523,25868,419712
128k,10,7,13,poisson,388,122,7924.122284,2283.304075,15644,34075,449152
128k,10,6,14,poisson,376,101,9564.293304,2503.628137,12956,35324,479488
128k,10,4,16,poisson,476,89,10599.80418,2690.453811,11427,49659,539008
128k,10,2,18,poisson,561,88,10700.538631,2153.872723,11316,60641,597376
128k,10,23,2,poisson,515,427,2225.276142,1059.994555,54666,11370,141056
128k,10,20,5,poisson,473,341,2843.078325,1151.541039,43752,17001,229248
128k,10,15,10,poisson,258,139,7032.778518,1983.921249,17859,15232,377088
128k,10,17,8,poisson,528,323,2979.300281,1454.934459,41445,26341,318336
128k,10,13,12,poisson,253,118,8244.405686,2284.621408,15183,17315,436480
128k,10,12,13,poisson,238,103,9459.657638,2152.580832,13273,17405,464768
128k,10,10,15,poisson,314,113,8637.732639,2259.699707,14479,25740,524288
128k,10,9,16,poisson,340,110,8701.166667,2748.306467,14088,29469,554240
128k,10,8,17,poisson,393,113,8425.984248,2728.861592,14508,35928,583552
128k,10,5,20,poisson,459,88,10647.762489,2803.621601,11367,47609,673152
128k,10,3,22,poisson,482,77,12187.919473,2528.659437,9979,51869,731776
128k,10,27,3,poisson,452,367,2630.35658,1051.126287,46982,11000,186496
128k,10,24,6,poisson,394,284,3403.22548,1430.889044,36413,14193,275712
128k,10,18,12,poisson,454,245,3957.887388,1662.991792,31438,26784,452224
128k,10,20,10,poisson,452,271,3585.021914,1445.448714,34774,23170,393088
128k,10,15,15,poisson,243,109,8881.223509,2487.506626,14038,17176,540928
128k,10,14,16,poisson,227,95,10144.825047,2644.372927,12228,16956,571136
128k,10,12,18,poisson,258,93,10343.945107,2874.335166,11970,21231,628608
128k,10,11,19,poisson,294,97,9879.565235,2926.702703,12464,25268,658304
128k,10,9,21,poisson,312,84,11394.050242,3086.598574,10770,29190,718080
128k,10,6,24,poisson,423,84,11011.636099,3095.67745,10849,43513,807168
128k,10,3,27,poisson,479,82,11479.194729,2566.43733,10521,50864,895616
128k,10,32,3,poisson,473,390,2475.006098,1018.570253,49936,10690,202240
128k,10,28,7,poisson,436,314,3081.387787,1407.38118,40242,15642,321024
128k,10,21,14,poisson,459,248,3887.912379,1819.63043,31825,27103,527488
128k,10,23,12,poisson,458,271,3599.224991,1475.544511,34730,24005,468736
128k,10,18,17,poisson,461,213,4551.924283,1921.338874,27356,31749,616064
128k,10,16,19,poisson,287,118,8227.504204,2597.336241,15135,21646,674944
128k,10,14,21,poisson,268,96,9978.549099,2877.274469,12405,22135,734976
128k,10,13,22,poisson,290,97,9861.9301,3063.38526,12432,24822,764160
128k,10,11,24,poisson,266,75,12767.797793,3202.407753,9703,24567,822144
128k,10,7,28,poisson,390,71,13172.880199,3268.799837,9206,40937,940672
128k,10,4,31,poisson,431,73,12958.60396,2853.932803,9347,45927,1030528
128k,10,36,4,poisson,450,365,2655.241417,1043.311501,46723,10913,248192
128k,10,32,8,poisson,441,318,3039.949322,1314.926224,40726,15782,366080
128k,10,24,16,poisson,452,244,3970.070214,1784.481969,31256,26663,603392
128k,10,26,14,poisson,451,264,3654.261348,1659.498588,33906,24038,543744
