block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,40,1,0,poisson,1162,697,1019.000407,585.878927,89238,59558,419712
128k,40,1,0,poisson,1170,702,992.713413,612.276914,89876,59984,419712
128k,40,1,0,poisson,1152,691,1025.970283,594.847819,88485,59056,419712
128k,40,1,0,poisson,1159,695,1025.724812,578.288503,88998,59398,419712
128k,40,1,0,poisson,1084,650,1042.308976,705.681,83271,55576,419712
128k,40,1,0,poisson,1159,695,1065.832078,516.587984,89086,59457,419712
128k,40,1,0,poisson,1130,678,1060.814981,585.885026,86823,57947,419712
128k,40,1,0,poisson,1152,691,1057.445349,544.864593,88460,59039,419712
128k,40,1,0,poisson,720,432,1537.419703,1120.616346,55387,36966,419712
128k,40,1,0,poisson,1154,692,1049.864441,556.544678,88659,59172,419712
128k,40,1,0,poisson,1165,699,1022.437207,574.666362,89543,59762,419712
128k,40,2,0,poisson,847,508,1527.232648,621.285758,65099,43448,419712
128k,40,2,0,poisson,862,517,1504.151639,605.828606,66203,44184,419712
128k,40,2,0,poisson,828,497,1565.579687,634.919793,63637,42472,419712
128k,40,2,0,poisson,839,503,1550.406676,616.342177,64472,43029,419712
128k,40,1,1,poisson,809,242,3290.132707,1548.192756,30996,72689,735104
128k,40,1,1,poisson,1138,340,2527.498979,825.959429,43568,102168,735104
128k,40,1,1,poisson,1166,348,2483.712127,732.704336,44660,104730,735104
128k,40,1,1,poisson,1015,303,2572.505921,1159.572175,38873,91158,735104
128k,40,1,1,poisson,1154,345,2356.777869,860.231238,44169,103579,735104
128k,40,1,1,poisson,1089,325,2546.524296,970.58715,41707,97805,735104
128k,40,1,1,poisson,1159,346,2428.061249,807.185443,44401,104122,735104
128k,40,4,0,poisson,642,385,2081.93446,735.881061,49311,32910,419712
128k,40,4,0,poisson,667,400,2040.072664,637.183593,51310,34245,419712
128k,40,3,1,poisson,767,341,2300.198957,1278.965699,43714,54558,582144
128k,40,3,1,poisson,796,354,2306.720088,953.023087,45403,56667,582144
128k,40,2,2,poisson,797,238,3406.94855,1359.29845,30531,71598,735104
128k,40,2,2,poisson,790,236,3458.777052,1370.894306,30269,70983,735104
128k,40,2,2,poisson,800,239,3438.18089,1320.201985,30675,71935,735104
128k,40,2,2,poisson,804,240,3435.163332,1351.26676,30829,72295,735104
128k,40,2,2,poisson,760,227,3524.380972,1450.137907,29108,68261,735104
128k,40,1,3,poisson,812,119,7226.799003,1464.945478,15288,88736,894464
128k,40,1,3,poisson,800,117,7051.98588,1569.717516,15077,87512,894464
128k,40,6,0,poisson,579,345,2304.733042,833.58119,44181,30066,159232
128k,40,5,1,poisson,650,321,2599.700725,930.923473,41130,42160,199040
128k,40,4,2,poisson,707,277,3009.296512,1129.552998,35526,55118,239104
128k,40,4,2,poisson,720,282,2886.943522,1157.165953,36176,56127,239104
128k,40,3,3,poisson,691,205,4180.054825,1483.310185,26309,62312,276480
128k,40,3,3,poisson,735,218,3829.604167,1398.399537,27980,66270,276480
128k,40,3,3,poisson,735,218,3783.240132,1425.112037,27947,66191,276480
128k,40,3,3,poisson,706,209,3944.214912,1455.412963,26866,63631,276480
128k,40,2,4,poisson,763,149,5525.245847,1589.266397,19182,78705,316160
128k,40,2,4,poisson,750,147,5767.307309,1575.674494,18840,77300,316160
128k,40,1,5,poisson,789,95,8682.754967,1618.68556,12217,88929,354560
128k,40,8,0,poisson,533,319,2534.474071,858.865209,40832,27460,210816
