block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,20,1,0,poisson,1182,948,911.277558,501.957512,121366,30008,207872
128k,20,1,0,poisson,1176,943,892.674939,611.050493,120704,29845,207872
128k,20,1,0,poisson,1172,940,884.626523,655.281404,120392,29768,207872
128k,20,1,0,poisson,1177,944,915.261876,513.759852,120842,29879,207872
128k,20,1,0,poisson,1187,952,904.579629,503.961823,121964,30156,207872
128k,20,1,0,poisson,959,769,1092.897229,769.221059,98489,24352,207872
128k,20,1,0,poisson,1191,955,903.219245,513.40702,122319,30244,207872
128k,20,1,0,poisson,1150,922,924.316078,575.388547,118142,29211,207872
128k,20,1,0,poisson,991,795,1063.473812,713.621305,101829,25178,207872
128k,20,1,0,poisson,1141,915,931.768727,581.810345,117220,28983,207872
128k,20,1,0,poisson,1178,945,893.877588,593.522783,121086,29939,207872
128k,20,2,0,poisson,727,583,1535.90408,651.001847,74689,18467,207872
128k,20,2,0,poisson,701,562,1618.090895,582.351601,71978,17797,207872
128k,20,2,0,poisson,740,594,1507.378806,641.062808,76033,18800,207872
128k,20,2,0,poisson,696,558,1637.832978,550.822044,71451,17667,207872
128k,20,1,1,poisson,1171,468,1988.513142,814.505894,59925,90107,629760
128k,20,1,1,poisson,1169,467,1981.935208,765.727439,59839,89978,629760
128k,20,1,1,poisson,1207,482,1918.576711,767.813211,61735,92830,629760
128k,20,1,1,poisson,1192,476,1949.654034,777.478862,61016,91748,629760
128k,20,1,1,poisson,1174,469,1974.483191,765.880285,60088,90352,629760
128k,20,1,1,poisson,1159,463,2004.515281,846.895935,59330,89213,629760
128k,20,1,1,poisson,1182,472,1943.896699,824.126423,60505,90979,629760
128k,20,4,0,poisson,605,485,1865.436206,715.349754,62145,15366,207872
128k,20,4,0,poisson,593,476,1923.301157,638.265394,61000,15082,207872
128k,20,3,1,poisson,689,412,2259.754902,733.779126,52773,35527,421888
128k,20,3,1,poisson,728,435,2100.129902,791.664442,55804,37567,421888
