block_size,write_pct,leaders,followers,rate_process,iops,read_iops,read_latency,write_latency,read_tpt,write_tpt,total_writes
128k,60,1,0,poisson,1011,404,1519.419847,613.27171,51765,77719,629376
128k,60,1,0,poisson,1001,400,1603.374351,570.221883,51284,76997,629376
128k,60,1,0,poisson,1013,405,1523.856794,604.484848,51849,77844,629376
128k,60,1,0,poisson,1009,403,1545.387481,595.6687,51708,77633,629376
128k,60,1,0,poisson,981,392,1558.005496,634.273541,50245,75437,629376
128k,60,1,0,poisson,671,268,2703.44,658.293675,34363,51592,629376
128k,60,1,0,poisson,953,381,1715.356641,580.080944,48846,73336,629376
128k,60,1,0,poisson,829,331,2073.398779,603.695953,42485,63785,629376
128k,60,1,0,poisson,1008,403,1512.648244,618.870653,51657,77557,629376
128k,60,1,0,poisson,1006,402,1560.064122,591.780354,51517,77347,629376
128k,60,1,0,poisson,986,394,1506.53374,658.876957,50493,75810,629376
128k,60,2,0,poisson,491,196,3755.046412,863.800285,25169,37789,629376
128k,60,2,0,poisson,635,254,2675.842748,812.893431,32544,48860,629376
128k,60,2,0,poisson,381,152,5038.363664,988.703274,19526,29316,629376
128k,60,2,0,poisson,520,208,3566.291603,802.44641,26646,40006,629376
128k,60,1,1,poisson,813,166,4314.028708,1437.713497,21250,82867,834560
128k,60,1,1,poisson,809,165,4461.437799,1380.143558,21145,82458,834560
128k,60,1,1,poisson,696,142,4955.48744,1657.224387,18203,70984,834560
128k,60,1,1,poisson,688,140,5162.426435,1793.472546,17990,70154,834560
128k,60,1,1,poisson,765,156,4484.989234,1539.705521,19997,77981,834560
128k,60,1,1,poisson,695,142,4904.73744,1822.830982,18183,70905,834560
128k,60,1,1,poisson,801,163,4241.877392,1506.254294,20961,81739,834560
128k,60,4,0,poisson,346,138,5316.697405,1236.92292,17764,26671,629376
128k,60,4,0,poisson,421,168,4385.480916,997.564369,21621,32462,629376
128k,60,3,1,poisson,335,100,8147.038099,1411.978091,12802,30162,736128
128k,60,3,1,poisson,487,145,5103.890619,1350.994436,18588,43793,736128
128k,60,2,2,poisson,610,124,5582.469498,1986.560276,15983,62327,834560
128k,60,2,2,poisson,493,100,7518.428828,1945.157209,12911,50350,834560
128k,60,2,2,poisson,539,110,6551.041268,1985.633589,14103,54995,834560
128k,60,2,2,poisson,635,129,5467.031699,1835.315031,16622,64820,834560
128k,60,2,2,poisson,595,121,5775.101077,1890.96227,15576,60739,834560
128k,60,1,3,poisson,609,60,11108.490196,2363.228172,7786,70383,944128
128k,60,1,3,poisson,614,64,10121.838235,2389.491323,8281,70488,944128
128k,60,6,0,poisson,445,181,3947.622702,1046.286107,23247,33839,233088
128k,60,5,1,poisson,503,168,4464.662779,1118.708272,21620,42925,261504
128k,60,4,2,poisson,104,27,32757.732843,2475.081117,3575,9885,288768
128k,60,4,2,poisson,341,90,8818.835784,1851.204787,11627,32146,288768
128k,60,3,3,poisson,364,72,11783.705107,1594.45355,9233,37494,315520
